1,"GOUTAM PUBLIC HIGH SCHOOL,NO 173, 1ST MAIN ROAD,,KAMALANAGAR,,BENGALURU",12.9957707,77.5312264
2,"GOVERNMENT HIGH SCHOOL,CHIKKABIDARAKALLU,BENGALURU,",13.0513913,77.487383
3,"INDIAN HIGH SCHOOL,NO.74, IST STAGE, 3RD PHASE,WEST OF CHORD ROAD,MANJUNATHANAGARA ,BENGALURU",12.9844086,77.5489692
4,"DEENA SEVA HIGH SCHOOL,NO 260 KAMALNAGARA,BENGALURU,",12.9969983,77.5266619
5,"VIJAYA BHARATHI HIGH SCHOOL,,BHUVANESHWARINAGAR, T.DASARAHALLI EXTN.,,BENGALURU NORTH,",13.0518139,77.5112737
6,"SCHOENSTATT ST. MARY'S HIGH SCHOOL,,8TH MILE TUMAKURU ROAD,NAGASANDARA POST,,BENGALURU",13.0410692,77.5062729
7,"ASHWINI HIGH SCHOOL,,T.C.NAGARA PEENYA LAGGERE POST,BENGALURU NORTH,",13.0094597,77.5187759
8,"ARUNODAYA ENG HIGH SCHOOL,SUNKADA KATTE,VISHWANEEDAM POST,BENGALURU",12.9918471,77.4992913
9,"GOVT COMP HIGH SCHOOL,HEGGANAHALLY, VISWANEEDAM POST,BENGALURU NORTH DIST.,,BENGALURU",13.00386,77.5040381
10,"VISWESWARAIAH HIGH SCHOOL,NO 8 RAJAGOPALNAGAR PEENYA II STAGE,BENGALURU,",13.023537,77.5217897
11,"B N R INTERNATIONAL HIGH SCHOOL,NO.48/50, BABANNA LAYOUT,MALLASANDRA,T DASARAHALLY ,BENGALURU",13.0622475,77.5103487
12,"SHREE VIDYAMANYA VIDYAKENDRA,HIGH SCHOOL, VIDYAMANYANAGARA,ANDRAHALLY, VISHWANEEDAM POST,BENGALURU",13.0082173,77.4910353
13,"CLUNY CONVENT HIGH SCHOOL,JALAHALLY,BENGALURU NORTH,",13.0554142,77.5406801
14,"VIDYASAGAR HIGH SCHOOL,KAMAKSHIPALYA BASAVESWARANAGAR,BENGALURU,",12.9904426,77.5341439
15,"KIRAN ENG HIGH SCHOOL,HEGGANAHALLY,BENGALURU,",13.0060173,77.5063774
16,"AMARAVANI HIGH SCHOOL,NO.01, 2ND MAIN ROAD,BEML LAYOUT,BENGALURU",12.9902932,77.5474333
17,"VIDYASHREEE HIGH SCHOOL (ENGLISH SCHOOL),ANJANA NAGAR , MAGADI MAIN ROAD,BENGALURU,",12.986693,77.488485
18,"S J R HIGH SCHOOL,NO 1050 IV 'M' BLOCK SSI AREA,RAJAJINAGAR BENGALURU,",12.983406,77.5572848
19,"SIDDARTHA VIDYA NIKETHANA HIGH SCHOOL,,GANGONDANA HALLI, MAIN ROAD,,BENGALURU,",13.0285864,77.4889674
20,"GOVERNMENT HIGH SCHOOL,SANEGORAVANAHALLI,BASAVESWARANAGAR,BENGALURU,",12.9898376,77.5411545
21,"ANEKETHANA KISHORE KENDRA HIGH SCHOOL,NO 65 LAGGERE MAIN ROAD,LAGGERE,BENGALURU,",13.0098933,77.5222982
22,"MAXMILLER HIGH SCHOOL,NO 20 I-STAGE,KHB COLONY,BASAVESWARNGR,BENGALURU,",12.9426689,77.544951
23,"ST LAWRENCE HIGH SCHOOL,NO 135 KAMAKSHIPALYA,BENGALURU,",12.9853069,77.5292579
24,"APOLLO HIGH SCHOOL ,,GAJANANA NAGAR , HEGGANAHALLI CROSS,BENGALURU,",12.9977355,77.5046814
25,"VIDYANIKETHANA HIGH SCHOOL,SUNKADAKATTE,,BENGALURU,",12.9954511,77.5058393
26,"GOVT COMP HIGH SCHOOL,KRISHNANANDA NAGAR, NANDINI,BADAVANE, BENGALURU NORTH,",13.0171035,77.5406788
27,"SAINT THERESA GIRLS HIGH SCHOOL,,MALLASANDRA,,T.DASARAHALLI,,BENGALURU",13.0547947,77.5072734
28,"R V S HIGH SCHOOL,LAKSHMIDEVINAGAR,,NANDINI LAYOUT,,BENGALURU.",13.0178928,77.5276165
29,"SRI CHANNAKESHAVASWAMY HIGH SCHOOL,SONDEKOPPA,BENGALURU NORTH,",13.003984,77.7047002
30,"PEENYA EDUCATION SOCIETY HIGH SCHOOL,SRS ROAD PEENYA,BENGALURU",13.0329251,77.5282555
31,"SRI GANGADHARESHWAR HIGH SCHOOL,KAMALANAGAR,BENGALURU NORTH,",12.9970963,77.5280459
32,"SRIRAMA HIGH SCHOOL,V H GARDENS,,CHIKKABIDARAKALLU,NAGASANDRA POST ,BENGALURU",13.0459665,77.491192
33,"ANNI BESANT HIGH SCHOOL,90,91 12TH MAIN ROAD,SRINIVASANAGARA,SREE GANDHADDKAVALU PIPELINE",12.9705073,77.6436748
34,"GOVERNMENT HIGH SCHOOL,KADABAGERE,BENGALURU NORTH,",12.9920927,77.4439566
35,"JNANODAYA ENG HIGH SCHOOL,SHAMBHAVI NAGARA,,PEENYA 2ND STG,,LAGGERE,",13.0097647,77.5253962
36,"DEEPAK HIGH SCHOOL,NO.64, KALIKANAGARA,THIGALARAPALYA MAIN RD,PEENYA 2ND STAGE ,BENGALURU",13.0122083,77.4904682
37,"SRI VANI HIGH SCHOOL,2ND STAGE RAJAJINAGAR,BENGALURU NORTH,",13.0038418,77.5550793
38,"KUMARA PARK HIGH SCHOOL,4TH CROSS NAGAPPA STREET,BENGALURU NORTH,",12.9889467,77.5766137
39,"C.M.NATIONAL COMPOSITE PRE-UNIVERSITY COLLEGE,,BANDAPPA GARDEN GOKUL,BENGALURU,",13.0394898,77.5492444
40,"NAGASENA VIDYALAYA(ENG MED) HIGH SCHOOL,292 15TH MAIN 9TH CROSS RAJMAHAL VILAS,BENGALURU,",13.0139542,77.5761239
41,"NEW CARMEL ENGLISH SCHOOL,MATHIKERE, DIVANARAPALYA,BENGALURU NORTH,",13.0246021,77.5606119
42,"GOVT. GIRLS HIGH SCHOOL,LINK ROAD SESHADRIPURAM,BENGALURU NORTH,",12.9920048,77.5743553
43,"SRI VIDYAMANDIRA HIGH SCHOOL,MALLESWARAM,BENGALURU NORTH,",13.0019988,77.5702422
44,"DAFFODIALS ENGLISH MEDIUM HIGH SCHOOL,SANJAYANAGAR,BENGALURU DISTRICT,",13.03496,77.5789603
45,"MOTHER THERESHA ENG MEDIUM HIGH SCHOOL,M E S ROAD JALAHALLY,,BENGALURU,",13.0433943,77.5510306
46,"GOVERNMENT HIGH SCHOOL,PRAKASHNAGAR,BENGALURU,",12.9923811,77.557736
47,"VIJAYA BHARATHI PUBLIC SCHOOL,KHB ROAD, MANORAYANAPALYA, RT NAGAR POST,BENGALURU NORTH,",13.0318543,77.6081315
48,"VIVEKAVARDHINI HIGH SCHOOL,PRAKASHNAGAR,BENGALURU NORTH,",12.995938,77.5557285
49,"GOVERNMENT HIGH SCHOOL,YESHWANTHAPUR,BENGALURU NORTH,",13.0272833,77.5404099
50,"GANDHI VIDYASHALA HIGH SCHOOL,SREERAMAPURAM,BENGALURU NORTH,",12.9886073,77.5656679
51,"RAJA RAJESHWARI ENGLISH MED HIGH SCHOOL,GOKULA 1ST STG, 6TH CR, YESHAVANTHAPURA,BENGALURU NORTH,",13.0265949,77.5575987
52,"R T NAGAR EDN TRUST HIGH SCHOOL,IST MAIN ROAD,,KANAKANAGAR,,BENGALURU.",13.0332491,77.6078825
53,"GOVT HIGH SCHOOL,7TH MAIN ROAD,,SRIRAMAPURA,,BENGALURU.",12.9923811,77.557736
54,"R.T. NAGAR HIGH SCHOOL,10/13 K H M BLOCK GANGANAGAR,BENGALURU NORTH,",13.0256428,77.5901613
55,"FLORENCE PUBLIC HIGH SCHOOL,NO 6 P&T COLONY R.T.NAGAR,BENGALURU,",13.0219976,77.5928173
56,"VIDYAVAHINI HIGH SCHOOL,ANANDANAGAR,BENGALURU,",13.0296123,77.5891158
57,"ST.MARY'S GIRLS HIGH SCHOOL,NO.3 MILLER ROAD,BENGALURU NORTH,",12.9886027,77.5909424
58,"MARUTHI VIDYALAYA HIGH SCHOOL,SUBBAIAHNA PALYA,BENGALURU,",13.008699,77.6443616
59,"NOBLE SAINT ENGLISH SCHOOL,KHUSHAL NAGAR, K G HALLI,,BENGALURU NORTH,",13.0202822,77.6162745
60,"B.M.S. HIGH SCHOOL,ST.JOHN'S ROAD,BENGALURU,",12.9859475,77.6150545
61,"RAO BAHADUR BP.ANNASWAMY MUDALIAR H.S.,MOORE ROAD FRASER TOWN,BENGALURU NORTH,",12.9991884,77.6134354
62,"JYOTHI HIGH SCHOOL,P.O.ST THOMAS TOWN KACHARAKANAHALLI,BENGALURU NORTH,",13.0257876,77.6275829
63,"MITRALAYA GIRLS HIGH SCHOOL,,NO.3 MISSION ROAD,,BENGALURU,",12.9644551,77.5885162
64,"INDIRANAGARA HIGH SCHOOL,,2ND MAIN ROAD, INDIRANAGARA,,BENGALURU,",12.9796495,77.6390758
65,"NEW BALDWIN ENGLISH MEDIUM HIGH SCHOOL,DODDABANASAWADI ,,BENGALURU DISTRICT,",13.0150206,77.6577026
66,"GOVERNMENT HIGH SCHOOL,POTTERY TOWN CIVIL STATION,BENGALURU NORTH,",13.0117115,77.6058169
67,"GOVERNMENT HIGH SCHOOL,DASARAHALLI,BENGALURU NORTH,",13.0453831,77.5190538
68,"SAINT PHILOMINA ENGLISH MEDIUM H S,DODDABOMMASANDRA,BENGALURU DISTRICT,",13.0616683,77.5586499
69,"JNANA JYOTHI HIGH SCHOOL,CANO.23, 3RD CROSS,,YALAHANKA NEW TOWN,,BENGALURU.",13.0988867,77.5862541
70,"ST.MARY'S ENGLISH SCHOOL,,PARIMALA NAGAR, DASANPURA,BENGALURU NORTH,",13.0776262,77.4283901
71,"GOVERNMENT HIGH SCHOOL,CHIKKABANAVARA,BENGALURU NORTH,",13.0752293,77.5005669
72,"GOVERNMENT HIGH SCHOOL,KODIGEHALLI YELAHANKA HOBLI,BENGALURU NORTH,",13.0602332,77.5741939
73,"HSLN KANNADA MED HIGH SCHOOL,HESARAGHATTA,BENGALURU NORTH,",12.9188765,77.5878364
74,"SRI SHARADA VIDYANIKETANA ENG H S,NAGAWARA,BENGALURU,",13.036248,77.635977
75,"VIJAYA JYOTHI PUBLIC HIGH SCHOOL,BAGALUR,BENGALURU,",13.1314292,77.6713975
76,"JNANA MARUTHI HIGH SCHOOL,NAGAVARA,,BENGALURU.,",13.0351011,77.6224042
77,"SRI SHARADA VIDYAMANDIRA ENG,HIGH SCHOOL,,COCONUT TREE ROAD,T DASARAHALLI BENGALURU",13.0437748,77.515056
78,"SREE SAJJANARAO VIDYASAMSTHE H S,NO.32,34, JAIN TEMPLE RD,,V V PURAM,,BENGALURU.",12.9542699,77.5755541
79,"S.G.P.T.A. HIGH SCHOOL,76/1 NETAJI RD TYAGARAJANAGR BASAVANGUDI,BENGALURU,",12.9350876,77.5663535
80,"UPGRADED GOVT HIGH SCHOOL (RMSA),KENGERI,,BENGALURU,",12.9106017,77.4835649
81,"V S S PUBLIC SCHOOL,IST A CROSS, 16TH MAIN, BSK IST STAGE,SBM COLONY, BENGALURU,",12.9379518,77.5516497
82,"SYED ALI IMAM ORIENTAL HIGH SCHOOL,ILYASNAGAR,BENGALURU SOUTH",12.9067255,77.5688268
83,"Y A S NATIONAL HIGH SCHOOL,SUBRAMANYAPURA,BENGALURU SOUTH,",12.9005749,77.5446909
84,"RASTREEYA VIDYALAYA HIGH SCHOOL,NO,16/17, 3RD CROSS ROAD,,TATA SILK FARM,BENGALURU",12.932866,77.5719228
85,"PRARTHANA HIGH SCHOOL,NO.17/17A, NEAR KADIRENAHALLI,,PETROLBUNK, B S K 2ND STAGE,,PADMANABHANAGAR,",12.916662,77.561132
86,"ST SOPHIA CONVENT HIGH SCHOOL,NO.6, 10TH BLOCK, 2ND STG,,NAGARABHAVI,,BENGALURU.",12.965872,77.509859
87,"YASHASVI INTERNATIONAL H S,THALAGATTAPURA,,BENGALURU,",12.8649467,77.5337374
88,"GOVERNMENT HIGH SCHOOL,KENGERI SATTELLETE TOWN KENGERI,BENGALURU SOUTH,",12.9391035,77.4867879
89,"SAMAJA SEVA MANDALI HIGH SCHOOL,THYGARAJANAGAR,BENGALURU,",12.9327635,77.5637244
90,"C.M.A. BOYS HIGH SCHOOL,MOMINPURA, BEHIND MYSURU ROAD IDGAH,,MYSURU ROAD,BENGALURU",12.964263,77.571901
91,"G.J.C FOR WOMEN VANI VILAS INSTITUTE,FORT,BENGALURU SOUTH,",12.9527348,77.5315107
92,"ST. JOSEPHS HIGH SCHOOL,BRIAND SQUARE MYSURU ROAD,BENGALURU SOUTH,",12.963415,77.5702258
93,"ST.THERESA'S GIRLS HIGH SCHOOL,CHAMARAJPET,BENGALURU SOUTH,",12.9624404,77.5687756
94,"CORPORATION JUNIOR COLLEGE,MAGADI ROAD,BENGALURU SOUTH,",12.9756459,77.5628751
95,"SARVOTHAMA H.S.BHAR.SAMSK.VIDYAPEETH,V MAIN ROAD CHAMARAJPET,BENGALURU SOUTH,",12.958044,77.5651395
96,"CORPORATION GIRLS HIGH SCHOOL,KV.TEMPLE ST COTTONPET MANAVARTHPET,BENGALURU SOUTH,",12.970033,77.573317
97,"GURUKULA INTER NATIONAL ENG/KANN, HIGH SCHOOL, 52/4,9TH CROSS, MAGADI ROAD,,BANGALURU.",12.9741691,77.5569612
98,"ISSAAC NEWTON ENG MED HIGH SCHOOL,NO.10, MILL ROAD COTTONPET,BENGALURU,",12.9690401,77.5704704
99,"JANATA HIGH SCHOOL,CHAMARAJPET,BENGALURU SOUTH,",12.9594386,77.5600675
100,"SREE SARVAJNA HIGH SCHOOL,VIJAYANAGAR,BENGALURU,",12.9761375,77.5393447
101,"SIDDARTHA RESIDENTIAL HIGH SCHOOL,BAPUJINAGAR MYSURU ROAD,BENGALURU SOUTH,",12.9577741,77.53801
102,"KARNATAKA VIDYAVARDHAKA H.S. FOR GIRLS,VIJAYANAGAR,BENGALURU SOUTH,",12.9692477,77.5232112
103,"NEW CAMBRIDGE HIGH SCHOOL,RPC LAYOUT VIJAYANAGAR,BENGALURU SOUTH,",12.9658618,77.5418466
104,"NEW PUBLIC ENGLISH SCHOOL,VIJAYANAGAR,BENGALURU SOUTH,",12.9756478,77.5423062
105,"SUBHASH MEMORIAL ENGLISH HIGH SCHOOL,NO. 3/3, 1ST CROSS, PADARAYANAPURA,BENGALURU,",13.0418686,77.5781344
106,"AL-AMEEN HIGH SCHOOL,HOSUR ROAD,BENGALURU SOUTH,",12.9525956,77.588288
107,"KINTO ENGLISH MEDIUM HIGH SCHOOL,HALEGUDDADAHALLI MYSURU ROAD,BENGALURU,",12.961051,77.546841
108,"CORDIAL HIGH SCHOOL,MARENAHALLI MAIN ROAD,VIJAYANAGAR WEST,BENGALURU,",12.9754623,77.5325247
109,"ST.JOHN HIGH SCHOOL,VIJAYANAGAR,BENGALURU SOUTH,",12.9657518,77.541272
110,"SRI BASAVESWARA HIGH SCHOOL,VIJAYANAGAR HOSAHALLI EXTENSION,BENGALURU SOUTH,",12.964633,77.5435509
111,"SRI GURUSHANTHANANDA SWAMY HIGH SCHOOL,SIDDAROOD ASHRAM MYSURU ROAD,BENGALURU SOUTH,",12.9530638,77.5415792
112,"ST MARTIN HIGH SCHOOL,NO 02 7TH CROSS, MAGADI ROAD,BENGALURU,",12.9730915,77.5597781
113,"K K HIGH SCHOOL,II MAIN ROAD , JAGAJEEVANARAMNAGAR,BENGALURU DISTRICT",12.9329995,77.7426678
114,"CORPORATION JUNIOR COLLEGE,KASTURIBANAGAR MYSURU ROAD,BENGALURU",12.9557506,77.5494926
115,"TILAK MEMORIAL ENG MEDIUM HIGH SCHOOL,MAGADI ROAD,,BENGALURU,",12.9731539,77.5617127
116,"MARY IMMACULATE HIGH SCHOOL,18TH CROSS WILSON GARDENS,BENGALURU SOUTH,",12.9447265,77.6001271
117,"LOURDE`S BOYS HIGH SCHOOL,NO.14 CAMBRIDGE ROAD ULSOOR,BENGALURU SOUTH,",12.9704014,77.6284772
118,"GOVERNMENT HIGH SCHOOL,DOMLUR,BENGALURU SOUTH,",12.9595408,77.640242
119,"SHANTHINIKETHAN TRUST HIGH SCHOOL,NO 5 MICO EMPLOYEES LAYOUT,BENGALURU,",12.9007511,77.6084659
120,"THE MOTHER LAND ENGLISH HIGH SCHOOL,JAYANAGAR EXTN.,,BENGALURU SOUTH DISTRICT,",12.9225258,77.6045991
121,"JOHNSON ENGLISH MEDIUM HIGH SCHOOL,NO 95/1 MANGAMMANAPALYA,BENGALURU DISTRICT,",12.9027471,77.6349979
122,"SRI KAMALA NEHRU MAKKALA MANDIRA B.H.S.,NO.81, (SOUTH END ROAD), BASAVANGUDI,NITTUR SRINIVASA RAO ROAD,,BENGALURU SOUTH",12.9370646,77.5746673
123,"VIDYA JYOTHI ENGLISH MEDIUM HIGH SCHOOL,B T M LAYOUT,BENGALURU DISTRICT,",12.9139328,77.61535
124,"LOYALA HIGH SCHOOL,MOUNT ST.JOSEPH P.O. BANNERGHATTA,BENGALURU SOUTH,",12.8683184,77.5910795
125,"GOVERNMENT HIGH SCHOOL,BERATENA AGRAHARA SINGASANDRA POST,BENGALURU,",12.8776107,77.6474166
126,"VIDYA JYOTHI ENGLISH MEDIUM HIGH SCHOOL,HONGASANDRA,BENGALURU DISTRICT,",12.8921638,77.6272249
127,"DEELIP ENG HIGH SCHOOL,NO.108/6, BILIKALLAHALLI,BANNERUGHATTA ROAD,BENGALURU",12.8966164,77.6078572
128,"THE PARADISE RESIDENTIAL SCHOOL,HOSUR MAIN ROAD, BASAPURA,BENGALURU,",12.9243142,77.6184393
129,"CHINMAYA VIDYAMANDIRA HIGH SCHOOL,H S R LAYOUT, SECTOR 2,SAMASANDRAPALYA,NO.20/1, AGARA POST, BENGALURU",12.8994807,77.6518851
130,"SHARADA VIDYA MANDIRA HIGH SCHOOL,AYYAPPASWAMY TEMPLE ROAD,KADUGUDI, BENGALURU EAST,K R PURAM, BENGALURU",12.998996,77.765214
131,"GOVERNMENT JUNIOR COLLEGE (CENTER-1),VARTHUR,BENGALURU SOUTH,",13.0313691,77.5291586
132,"SIR M.VISWESWARAIAH HIGH SCHOOL,KONENA AGRAHARA HAL,BENGALURU SOUTH,",12.9587354,77.6583845
133,"BHARATIYA VIDYANIKETHAN HIGH SCHOOL,DEVASANDRA KRISHNARAJAPURAM,BENGALURU SOUTH,",12.9970471,77.5824367
134,"MIRANDA ENGLISH HIGH SCHOOL,HAL III STAGE JIVAN BHIMANAGAR,BENGALURU SOUTH,",12.968683,77.650364
135,"GOVERNMENT HIGH SCHOOL,IMMODIHALLI,BENGALURU SOUTH,",12.964185,77.7587146
136,"GOVERNMENT HIGH SCHOOL,B.NARAYANAPURA,BENGALURU SOUTH,",12.9980075,77.689641
137,"SAINT THERESA BACQ HIGH SCHOOL,BHYRATHI KHANDE,DODDAGUBBI,BENGALURU DISTRICT,",13.0541041,77.6476821
138,"SAINT ANTHONY ENGLISH HIGH SCHOOL,,RAMAMOORTHY NAGARA,,BENGALURU,BENGALURU",13.0149684,77.6779387
139,"SOUTH EAST ASIAN HIGH SCHOOL,,BASAVANA PURA,,K.R.PURAM,,BENGALURU",13.0446744,77.7366423
140,"SHRI VIDYANIKETAN ENG H S,NO.724/9, SURVEY NO.9, BILISHIVALE,,DODDAGUBBI POST,,BIDARAHALLI HOBLI ,BENGALURU",13.0714911,77.674249
141,"SRI SHARADA VIDYA NIKETHANA ENG MED HIGH SCHOOL,SHANUBHOGARA EXTN,,THANISANDRA,,K.R.PURAM,",13.0559193,77.6324513
142,"SAPTHAGIRI VIDYAMANDIRA DOODA KANNALI,CARMELARAM POST,RAILWAY STATION OPPOSITE,BENGALURU",12.906925,77.7044178
143,"NEW INDUS VALLEY RESIDENTIAL HIGH SCHOOL,SUBHASH NAGARA POST,K R PURAM,",13.0209075,77.7056012
144,"AMARAJYOTHI ENGLISH MEDIUM HIGH SCHOOL,DEVASANDRA, K.R.PURAM,BENGALURU,",13.0080843,77.699289
145,"S.V.P. HIGH SCHOOL (CENTER-1),SARJAPUR ANEKAL TALUK,BENGALURU SOUTH,",12.8620829,77.7838723
146,"VIDHATHA HIGH SCHOOL,ANEKAL,BENGALURU SOUTH,",12.7078792,77.7009403
147,"SWAMY VIVEKANANDA RURAL HIGH SCHOOL (CENTER-1),CHANDAPURA ANEKAL TALUK,BENGALURU SOUTH,",12.8001641,77.7052456
148,"SRI NITYANANDA SWAMY HIGH SCHOOL (CENTER-1),JIGANI ANEKAL TALUK,BENGALURU SOUTH,",12.7876152,77.6337001
149,"ST.JOSEPH'S HIGH SCHOOL,HOMPALAGHATTA, HOSUR MAIN RD,,ANEKAL,BENGALURU SOUTH DIST.",12.6975318,77.7046788
150,"SHARADA VIDYA MANDIRA HIGH SCHOOL,AYYAPPASWAMY TEMPLE ROAD,KADUGUDI, BENGALURU EAST,K R PURAM, BENGALURU",12.998996,77.765214
